Date,Argentina,Australia,Austria,Belgium,Bolivia,Brazil,Bulgaria,Canada,Chile,France,Germany,Hungary,Japan,Mexico,Netherlands,New Zealand,Norway,Paraguay,Peru,Poland,Russia,South Africa,Spain,Sweden,Switzerland,Ukraine,US,Uruguay
2012-11-18,98.0,169.0,817.0,79.0,178.0,129.0,456.0,2401.0,5.0,44.0,850.0,41.0,70.0,1469.0,41.0,25.0,61.0,153.0,127.0,34.0,625.0,669.0,2018.0,21.0,4.0,50.0,459.0,3040.0
2012-11-11,105.0,205.0,850.0,70.0,177.0,126.0,399.0,2247.0,7.0,44.0,860.0,48.0,59.0,1434.0,37.0,21.0,58.0,141.0,126.0,34.0,641.0,701.0,2072.0,26.0,3.0,42.0,454.0,2913.0
2012-11-04,102.0,198.0,855.0,59.0,172.0,126.0,381.0,2091.0,8.0,39.0,870.0,36.0,51.0,1371.0,36.0,20.0,53.0,132.0,130.0,33.0,659.0,680.0,2284.0,24.0,3.0,37.0,429.0,2492.0
2012-10-28,118.0,227.0,812.0,49.0,177.0,128.0,327.0,2013.0,7.0,43.0,815.0,36.0,39.0,1250.0,34.0,24.0,43.0,141.0,128.0,31.0,642.0,628.0,2211.0,25.0,2.0,45.0,429.0,2349.0
2012-10-21,122.0,221.0,909.0,51.0,177.0,138.0,315.0,1909.0,8.0,38.0,864.0,40.0,27.0,1180.0,34.0,30.0,47.0,149.0,136.0,30.0,674.0,599.0,2138.0,23.0,3.0,40.0,454.0,2369.0
2012-10-14,132.0,267.0,916.0,59.0,204.0,152.0,268.0,1946.0,11.0,40.0,923.0,38.0,20.0,1135.0,41.0,35.0,64.0,157.0,129.0,35.0,690.0,676.0,2381.0,35.0,3.0,39.0,453.0,2391.0
2012-10-07,141.0,301.0,926.0,70.0,183.0,134.0,242.0,1861.0,8.0,43.0,914.0,43.0,15.0,1112.0,43.0,40.0,57.0,153.0,134.0,39.0,649.0,676.0,2512.0,43.0,3.0,39.0,472.0,2325.0
2012-09-30,147.0,320.0,895.0,77.0,193.0,150.0,238.0,1789.0,7.0,49.0,743.0,48.0,12.0,1085.0,44.0,42.0,73.0,157.0,133.0,40.0,622.0,719.0,2568.0,34.0,2.0,46.0,463.0,2018.0
2012-09-23,161.0,361.0,830.0,66.0,175.0,151.0,188.0,1699.0,11.0,36.0,718.0,57.0,10.0,1012.0,44.0,57.0,73.0,166.0,141.0,28.0,571.0,773.0,2701.0,21.0,3.0,38.0,519.0,1895.0
2012-09-16,164.0,495.0,684.0,43.0,202.0,150.0,149.0,1393.0,11.0,18.0,627.0,52.0,9.0,1053.0,35.0,65.0,60.0,189.0,147.0,13.0,538.0,770.0,2728.0,18.0,3.0,39.0,568.0,1737.0
2012-09-09,175.0,644.0,517.0,26.0,267.0,160.0,140.0,1047.0,14.0,7.0,508.0,32.0,10.0,994.0,28.0,64.0,75.0,209.0,147.0,8.0,514.0,657.0,2940.0,14.0,3.0,36.0,512.0,1543.0
2012-09-02,166.0,823.0,501.0,17.0,221.0,154.0,140.0,884.0,13.0,4.0,437.0,24.0,8.0,978.0,23.0,95.0,53.0,212.0,156.0,7.0,522.0,449.0,3032.0,12.0,4.0,29.0,399.0,1374.0
2012-08-26,168.0,1191.0,455.0,10.0,245.0,158.0,140.0,819.0,13.0,3.0,358.0,25.0,6.0,858.0,18.0,101.0,32.0,226.0,144.0,7.0,534.0,333.0,3437.0,13.0,2.0,19.0,329.0,1199.0
2012-08-19,159.0,1270.0,433.0,10.0,232.0,166.0,133.0,726.0,12.0,2.0,301.0,25.0,5.0,749.0,14.0,105.0,25.0,215.0,142.0,7.0,527.0,280.0,3890.0,13.0,1.0,15.0,295.0,1095.0
2012-08-12,147.0,1389.0,427.0,11.0,225.0,160.0,118.0,684.0,14.0,2.0,319.0,24.0,5.0,750.0,14.0,110.0,21.0,225.0,139.0,8.0,521.0,226.0,4232.0,12.0,1.0,15.0,257.0,977.0
2012-08-05,144.0,1383.0,426.0,13.0,178.0,157.0,111.0,653.0,13.0,2.0,330.0,24.0,6.0,756.0,14.0,130.0,19.0,246.0,134.0,8.0,517.0,214.0,3858.0,11.0,1.0,12.0,231.0,889.0
2012-07-29,148.0,1300.0,430.0,12.0,195.0,160.0,117.0,583.0,13.0,2.0,328.0,25.0,8.0,779.0,18.0,148.0,18.0,257.0,135.0,9.0,529.0,210.0,3611.0,10.0,1.0,13.0,223.0,869.0
2012-07-22,157.0,1395.0,443.0,12.0,186.0,176.0,117.0,619.0,15.0,3.0,347.0,28.0,9.0,773.0,18.0,136.0,17.0,283.0,140.0,9.0,533.0,220.0,3429.0,9.0,1.0,11.0,217.0,869.0
2012-07-15,152.0,1571.0,487.0,15.0,203.0,176.0,127.0,679.0,26.0,4.0,386.0,27.0,7.0,771.0,23.0,132.0,19.0,311.0,150.0,10.0,506.0,189.0,3191.0,9.0,1.0,16.0,187.0,897.0
2012-07-08,166.0,1977.0,418.0,14.0,207.0,179.0,133.0,764.0,43.0,4.0,372.0,30.0,8.0,750.0,19.0,129.0,20.0,307.0,157.0,11.0,486.0,215.0,3159.0,9.0,1.0,17.0,185.0,939.0
2012-07-01,171.0,1658.0,409.0,17.0,203.0,187.0,146.0,745.0,60.0,3.0,381.0,33.0,7.0,680.0,20.0,92.0,25.0,289.0,153.0,11.0,474.0,243.0,3710.0,10.0,1.0,14.0,186.0,911.0
2012-06-24,197.0,1156.0,491.0,21.0,235.0,196.0,169.0,722.0,76.0,3.0,398.0,30.0,7.0,730.0,21.0,81.0,22.0,287.0,148.0,12.0,481.0,240.0,3344.0,10.0,1.0,15.0,186.0,966.0
2012-06-17,191.0,989.0,467.0,17.0,228.0,192.0,203.0,799.0,72.0,4.0,381.0,29.0,6.0,773.0,19.0,61.0,28.0,259.0,150.0,11.0,486.0,270.0,3667.0,10.0,1.0,17.0,180.0,1136.0
2012-06-10,200.0,738.0,526.0,20.0,276.0,187.0,203.0,819.0,45.0,3.0,377.0,26.0,6.0,796.0,17.0,62.0,23.0,239.0,153.0,12.0,494.0,312.0,3775.0,14.0,1.0,14.0,203.0,1265.0
2012-06-03,184.0,666.0,470.0,19.0,250.0,183.0,183.0,879.0,29.0,3.0,365.0,29.0,7.0,792.0,16.0,47.0,30.0,208.0,146.0,12.0,503.0,360.0,3354.0,13.0,1.0,11.0,227.0,1329.0
2012-05-27,160.0,594.0,495.0,23.0,265.0,205.0,173.0,851.0,19.0,4.0,366.0,33.0,10.0,791.0,15.0,46.0,26.0,198.0,160.0,13.0,488.0,381.0,3382.0,15.0,1.0,15.0,240.0,1428.0
2012-05-20,143.0,511.0,517.0,31.0,227.0,208.0,178.0,1013.0,16.0,5.0,407.0,32.0,14.0,813.0,16.0,37.0,50.0,200.0,158.0,15.0,479.0,467.0,3136.0,16.0,2.0,15.0,234.0,1537.0
2012-05-13,132.0,444.0,522.0,33.0,254.0,197.0,188.0,1057.0,11.0,4.0,440.0,32.0,19.0,824.0,17.0,28.0,37.0,192.0,145.0,16.0,471.0,452.0,2832.0,18.0,2.0,14.0,210.0,1624.0
2012-05-06,121.0,343.0,551.0,39.0,232.0,176.0,198.0,1172.0,9.0,4.0,435.0,31.0,33.0,790.0,20.0,27.0,49.0,181.0,140.0,19.0,488.0,455.0,2734.0,21.0,2.0,16.0,211.0,1651.0
2012-04-29,108.0,298.0,544.0,29.0,208.0,170.0,217.0,1358.0,8.0,6.0,434.0,42.0,61.0,816.0,21.0,23.0,37.0,179.0,150.0,22.0,506.0,504.0,2642.0,24.0,2.0,15.0,260.0,1625.0
2012-04-22,98.0,245.0,622.0,37.0,220.0,164.0,235.0,1354.0,8.0,9.0,527.0,44.0,121.0,844.0,22.0,21.0,38.0,172.0,159.0,24.0,521.0,467.0,2490.0,21.0,2.0,23.0,302.0,1729.0
2012-04-15,93.0,299.0,662.0,42.0,242.0,161.0,244.0,1583.0,8.0,14.0,579.0,49.0,176.0,877.0,25.0,22.0,48.0,169.0,161.0,25.0,539.0,448.0,2698.0,20.0,4.0,32.0,331.0,1785.0
2012-04-08,96.0,272.0,670.0,40.0,225.0,155.0,263.0,1757.0,8.0,17.0,586.0,60.0,191.0,921.0,26.0,21.0,62.0,166.0,138.0,29.0,591.0,516.0,2312.0,18.0,5.0,33.0,354.0,1799.0
2012-04-01,86.0,265.0,657.0,53.0,215.0,141.0,293.0,1742.0,6.0,19.0,574.0,74.0,197.0,982.0,26.0,20.0,56.0,157.0,124.0,32.0,658.0,512.0,2120.0,22.0,7.0,43.0,389.0,1801.0
2012-03-25,92.0,333.0,814.0,69.0,244.0,149.0,324.0,1860.0,6.0,24.0,693.0,106.0,276.0,1084.0,29.0,17.0,79.0,144.0,127.0,38.0,743.0,562.0,2031.0,25.0,12.0,64.0,462.0,1936.0
2012-03-18,79.0,300.0,972.0,100.0,235.0,142.0,381.0,2202.0,5.0,41.0,840.0,167.0,368.0,1176.0,38.0,21.0,112.0,125.0,116.0,42.0,870.0,551.0,2039.0,26.0,20.0,100.0,517.0,2162.0
2012-03-11,72.0,271.0,1138.0,162.0,191.0,135.0,476.0,2495.0,3.0,79.0,957.0,288.0,516.0,1317.0,47.0,17.0,181.0,114.0,99.0,39.0,950.0,614.0,2067.0,33.0,50.0,131.0,586.0,2556.0
2012-03-04,64.0,251.0,1310.0,243.0,170.0,125.0,436.0,2698.0,2.0,190.0,1008.0,286.0,999.0,1383.0,62.0,18.0,202.0,101.0,92.0,35.0,862.0,528.0,1926.0,37.0,45.0,173.0,533.0,2586.0
2012-02-26,63.0,216.0,1540.0,414.0,156.0,127.0,444.0,2589.0,2.0,454.0,1123.0,295.0,1351.0,1362.0,87.0,16.0,294.0,92.0,90.0,35.0,872.0,612.0,1884.0,87.0,34.0,204.0,493.0,2519.0
2012-02-19,57.0,174.0,1510.0,543.0,134.0,113.0,496.0,2583.0,2.0,498.0,1144.0,242.0,2341.0,1349.0,96.0,13.0,349.0,91.0,95.0,37.0,832.0,591.0,1872.0,181.0,23.0,203.0,445.0,2710.0
2012-02-12,54.0,153.0,1281.0,439.0,119.0,103.0,537.0,2248.0,2.0,320.0,1028.0,155.0,1579.0,1325.0,66.0,10.0,340.0,90.0,84.0,34.0,785.0,588.0,2056.0,206.0,17.0,159.0,381.0,2501.0
2012-02-05,56.0,117.0,1075.0,231.0,119.0,95.0,645.0,2060.0,3.0,195.0,956.0,85.0,1821.0,1420.0,54.0,11.0,285.0,86.0,90.0,31.0,762.0,554.0,1801.0,155.0,11.0,106.0,396.0,2348.0
2012-01-29,56.0,95.0,866.0,122.0,117.0,94.0,879.0,2032.0,2.0,120.0,862.0,75.0,1654.0,1496.0,44.0,10.0,210.0,83.0,93.0,32.0,726.0,471.0,1695.0,90.0,8.0,86.0,376.0,2507.0
2012-01-22,57.0,85.0,784.0,98.0,120.0,90.0,784.0,2056.0,2.0,86.0,767.0,75.0,1090.0,1579.0,40.0,10.0,183.0,85.0,90.0,31.0,629.0,419.0,1620.0,77.0,5.0,61.0,368.0,2475.0
2012-01-15,56.0,100.0,808.0,90.0,114.0,89.0,539.0,2118.0,2.0,75.0,739.0,67.0,598.0,1517.0,42.0,10.0,122.0,92.0,92.0,34.0,627.0,453.0,1572.0,49.0,4.0,62.0,344.0,2411.0
2012-01-08,55.0,122.0,817.0,72.0,101.0,95.0,498.0,2327.0,2.0,49.0,815.0,60.0,336.0,1458.0,40.0,11.0,117.0,93.0,97.0,31.0,645.0,448.0,1627.0,57.0,4.0,50.0,346.0,2500.0
2012-01-01,58.0,156.0,819.0,68.0,105.0,100.0,497.0,2816.0,3.0,71.0,892.0,60.0,222.0,1362.0,35.0,14.0,136.0,97.0,97.0,31.0,630.0,474.0,2017.0,53.0,4.0,40.0,360.0,2860.0
2011-12-25,57.0,141.0,850.0,80.0,117.0,97.0,460.0,2988.0,3.0,71.0,920.0,47.0,169.0,1473.0,37.0,18.0,84.0,99.0,86.0,31.0,604.0,433.0,2034.0,45.0,5.0,48.0,380.0,2741.0
2011-12-18,56.0,207.0,829.0,80.0,122.0,101.0,444.0,2450.0,2.0,61.0,914.0,50.0,135.0,1359.0,37.0,15.0,66.0,107.0,87.0,32.0,600.0,422.0,1973.0,18.0,3.0,42.0,380.0,2370.0
2011-12-11,62.0,177.0,888.0,93.0,139.0,110.0,473.0,2269.0,3.0,62.0,933.0,63.0,88.0,1283.0,44.0,12.0,93.0,117.0,103.0,33.0,611.0,463.0,1956.0,22.0,4.0,38.0,394.0,2094.0
2011-12-04,62.0,188.0,782.0,109.0,150.0,114.0,460.0,2035.0,3.0,59.0,924.0,61.0,62.0,1184.0,43.0,12.0,70.0,129.0,114.0,29.0,627.0,368.0,1973.0,21.0,4.0,36.0,446.0,1981.0
2011-11-27,68.0,189.0,865.0,96.0,157.0,120.0,468.0,1920.0,4.0,53.0,929.0,66.0,48.0,1115.0,46.0,18.0,80.0,132.0,123.0,28.0,624.0,420.0,1695.0,19.0,4.0,37.0,491.0,2033.0
2011-11-20,77.0,202.0,806.0,88.0,186.0,133.0,430.0,1957.0,3.0,47.0,921.0,54.0,42.0,1036.0,49.0,17.0,77.0,145.0,118.0,27.0,649.0,414.0,1622.0,18.0,3.0,35.0,503.0,1785.0
2011-11-13,85.0,220.0,713.0,82.0,201.0,132.0,449.0,1950.0,4.0,39.0,909.0,53.0,37.0,1056.0,43.0,15.0,64.0,149.0,118.0,28.0,653.0,394.0,1790.0,16.0,4.0,33.0,469.0,1880.0
2011-11-06,85.0,235.0,712.0,59.0,191.0,141.0,441.0,1919.0,4.0,25.0,866.0,47.0,30.0,1093.0,44.0,20.0,72.0,151.0,128.0,28.0,647.0,428.0,2028.0,16.0,4.0,28.0,466.0,1797.0
2011-10-30,92.0,246.0,669.0,51.0,200.0,141.0,397.0,1926.0,3.0,25.0,753.0,43.0,24.0,1067.0,36.0,24.0,52.0,146.0,128.0,29.0,655.0,456.0,1933.0,14.0,3.0,26.0,475.0,1788.0
2011-10-23,91.0,266.0,674.0,82.0,206.0,136.0,343.0,1679.0,4.0,28.0,806.0,48.0,22.0,1020.0,33.0,25.0,52.0,138.0,129.0,27.0,675.0,450.0,2089.0,15.0,3.0,21.0,480.0,1638.0
2011-10-16,89.0,285.0,750.0,62.0,204.0,136.0,335.0,1467.0,4.0,30.0,817.0,52.0,16.0,962.0,30.0,34.0,53.0,145.0,131.0,28.0,758.0,467.0,2108.0,19.0,3.0,21.0,458.0,1608.0
2011-10-09,81.0,274.0,644.0,55.0,192.0,123.0,271.0,1248.0,4.0,22.0,726.0,48.0,11.0,822.0,23.0,36.0,52.0,145.0,124.0,30.0,722.0,458.0,2359.0,13.0,2.0,15.0,410.0,1640.0
2011-10-02,88.0,246.0,564.0,45.0,193.0,132.0,188.0,1120.0,3.0,18.0,611.0,47.0,11.0,807.0,21.0,50.0,53.0,156.0,132.0,31.0,679.0,500.0,2526.0,14.0,2.0,14.0,405.0,1587.0
2011-09-25,95.0,296.0,549.0,40.0,202.0,145.0,132.0,1030.0,4.0,17.0,599.0,43.0,6.0,777.0,24.0,65.0,64.0,172.0,137.0,25.0,586.0,538.0,2724.0,11.0,2.0,17.0,426.0,1521.0
2011-09-18,100.0,266.0,423.0,36.0,224.0,154.0,117.0,764.0,6.0,12.0,506.0,43.0,4.0,709.0,23.0,52.0,44.0,175.0,142.0,12.0,516.0,510.0,2588.0,5.0,1.0,10.0,435.0,1343.0
2011-09-11,116.0,261.0,327.0,17.0,252.0,158.0,113.0,476.0,5.0,4.0,396.0,36.0,4.0,657.0,16.0,45.0,35.0,182.0,162.0,8.0,499.0,415.0,2773.0,4.0,1.0,8.0,381.0,1127.0
2011-09-04,145.0,273.0,318.0,12.0,253.0,165.0,112.0,372.0,8.0,2.0,352.0,27.0,4.0,638.0,15.0,57.0,48.0,194.0,182.0,7.0,487.0,319.0,2757.0,4.0,1.0,7.0,340.0,951.0
2011-08-28,147.0,302.0,320.0,9.0,271.0,171.0,124.0,238.0,10.0,2.0,316.0,27.0,3.0,543.0,14.0,69.0,29.0,206.0,157.0,6.0,483.0,229.0,2468.0,3.0,1.0,4.0,307.0,821.0
2011-08-21,152.0,291.0,301.0,8.0,259.0,173.0,128.0,211.0,13.0,2.0,256.0,29.0,3.0,492.0,13.0,82.0,25.0,198.0,181.0,7.0,472.0,193.0,2641.0,4.0,1.0,3.0,283.0,717.0
2011-08-14,134.0,332.0,311.0,7.0,244.0,171.0,142.0,231.0,17.0,2.0,263.0,25.0,3.0,510.0,12.0,62.0,23.0,186.0,154.0,7.0,473.0,176.0,3051.0,3.0,1.0,4.0,241.0,634.0
2011-08-07,140.0,397.0,291.0,7.0,223.0,159.0,162.0,180.0,20.0,2.0,297.0,20.0,3.0,494.0,10.0,65.0,20.0,186.0,137.0,7.0,481.0,189.0,3043.0,2.0,1.0,4.0,221.0,616.0
2011-07-31,144.0,442.0,335.0,9.0,209.0,151.0,165.0,323.0,15.0,2.0,298.0,18.0,3.0,581.0,10.0,76.0,20.0,183.0,129.0,7.0,467.0,170.0,2886.0,3.0,1.0,5.0,214.0,597.0
2011-07-24,146.0,391.0,345.0,10.0,231.0,150.0,164.0,243.0,12.0,2.0,286.0,20.0,3.0,612.0,10.0,68.0,15.0,187.0,118.0,7.0,464.0,144.0,3078.0,2.0,0.0,5.0,191.0,604.0
2011-07-17,165.0,381.0,363.0,10.0,185.0,159.0,158.0,332.0,10.0,2.0,282.0,21.0,3.0,594.0,11.0,65.0,19.0,204.0,139.0,8.0,480.0,155.0,3143.0,2.0,1.0,4.0,173.0,610.0
2011-07-10,189.0,356.0,357.0,11.0,191.0,175.0,163.0,354.0,10.0,2.0,280.0,21.0,4.0,600.0,11.0,71.0,22.0,217.0,150.0,8.0,492.0,151.0,3161.0,3.0,1.0,5.0,187.0,626.0
2011-07-03,190.0,356.0,362.0,11.0,223.0,181.0,188.0,409.0,9.0,2.0,295.0,21.0,4.0,578.0,12.0,60.0,24.0,215.0,156.0,9.0,494.0,157.0,3197.0,2.0,1.0,6.0,175.0,639.0
2011-06-26,179.0,422.0,381.0,9.0,249.0,195.0,219.0,410.0,10.0,2.0,269.0,24.0,4.0,542.0,11.0,51.0,20.0,228.0,160.0,10.0,503.0,172.0,2971.0,3.0,0.0,5.0,180.0,651.0
2011-06-19,160.0,503.0,352.0,13.0,262.0,202.0,234.0,476.0,12.0,2.0,272.0,26.0,4.0,555.0,13.0,46.0,21.0,226.0,168.0,10.0,522.0,157.0,3679.0,4.0,1.0,5.0,170.0,714.0
2011-06-12,173.0,381.0,390.0,16.0,291.0,226.0,227.0,518.0,10.0,2.0,265.0,25.0,6.0,630.0,11.0,42.0,21.0,234.0,172.0,11.0,532.0,175.0,4060.0,5.0,1.0,6.0,182.0,744.0
2011-06-05,162.0,364.0,401.0,17.0,291.0,222.0,249.0,606.0,10.0,3.0,287.0,23.0,7.0,675.0,12.0,45.0,35.0,237.0,167.0,12.0,566.0,200.0,4046.0,5.0,1.0,6.0,181.0,811.0
2011-05-29,154.0,349.0,390.0,21.0,272.0,239.0,277.0,625.0,10.0,2.0,284.0,28.0,11.0,669.0,12.0,34.0,34.0,231.0,175.0,14.0,583.0,239.0,3719.0,5.0,1.0,6.0,196.0,859.0
2011-05-22,137.0,299.0,414.0,23.0,314.0,239.0,273.0,683.0,8.0,2.0,321.0,30.0,14.0,683.0,13.0,28.0,40.0,230.0,182.0,14.0,584.0,275.0,3226.0,5.0,1.0,8.0,217.0,882.0
2011-05-15,134.0,315.0,482.0,25.0,297.0,234.0,303.0,775.0,9.0,2.0,328.0,29.0,19.0,708.0,13.0,24.0,27.0,212.0,185.0,16.0,577.0,317.0,3052.0,6.0,1.0,8.0,236.0,937.0
2011-05-08,126.0,275.0,443.0,24.0,291.0,224.0,318.0,766.0,7.0,2.0,327.0,31.0,29.0,675.0,13.0,23.0,18.0,225.0,169.0,17.0,589.0,345.0,3095.0,6.0,1.0,6.0,245.0,965.0
2011-05-01,120.0,244.0,464.0,26.0,279.0,211.0,295.0,879.0,6.0,3.0,383.0,31.0,52.0,736.0,11.0,22.0,20.0,252.0,162.0,19.0,602.0,377.0,2700.0,6.0,1.0,9.0,267.0,1013.0
2011-04-24,115.0,192.0,499.0,32.0,253.0,204.0,285.0,1011.0,6.0,3.0,398.0,38.0,78.0,735.0,12.0,18.0,20.0,255.0,163.0,21.0,614.0,378.0,2532.0,6.0,1.0,7.0,293.0,1055.0
2011-04-17,99.0,170.0,501.0,31.0,233.0,178.0,280.0,1097.0,5.0,4.0,465.0,40.0,72.0,746.0,15.0,19.0,18.0,255.0,152.0,23.0,617.0,396.0,2216.0,6.0,2.0,11.0,310.0,1126.0
2011-04-10,107.0,254.0,609.0,41.0,242.0,196.0,315.0,1172.0,5.0,6.0,596.0,49.0,73.0,861.0,17.0,16.0,25.0,275.0,150.0,27.0,679.0,437.0,2297.0,9.0,2.0,12.0,307.0,1228.0
2011-04-03,106.0,228.0,645.0,47.0,243.0,189.0,341.0,1348.0,4.0,8.0,625.0,49.0,82.0,949.0,20.0,18.0,36.0,249.0,144.0,32.0,731.0,439.0,2096.0,10.0,3.0,15.0,323.0,1405.0
2011-03-27,104.0,201.0,704.0,58.0,251.0,180.0,424.0,1476.0,4.0,10.0,687.0,64.0,111.0,1036.0,21.0,17.0,37.0,235.0,157.0,42.0,790.0,496.0,2101.0,12.0,4.0,25.0,343.0,1589.0
2011-03-20,89.0,212.0,818.0,62.0,249.0,178.0,520.0,1665.0,5.0,12.0,798.0,81.0,150.0,1162.0,25.0,14.0,40.0,223.0,140.0,55.0,855.0,540.0,2058.0,12.0,6.0,41.0,425.0,1776.0
2011-03-13,77.0,198.0,911.0,80.0,247.0,169.0,627.0,1784.0,3.0,14.0,967.0,113.0,143.0,1327.0,33.0,19.0,48.0,192.0,124.0,74.0,970.0,679.0,1928.0,16.0,8.0,49.0,549.0,2076.0
2011-03-06,61.0,210.0,940.0,79.0,196.0,152.0,814.0,2023.0,2.0,20.0,1003.0,152.0,220.0,1472.0,31.0,14.0,59.0,153.0,102.0,102.0,1013.0,848.0,2126.0,18.0,10.0,69.0,683.0,2482.0
2011-02-27,62.0,192.0,972.0,116.0,186.0,150.0,938.0,2182.0,1.0,33.0,1037.0,182.0,268.0,1435.0,34.0,14.0,73.0,133.0,94.0,120.0,1088.0,976.0,2062.0,20.0,14.0,82.0,727.0,2980.0
2011-02-20,62.0,154.0,1071.0,134.0,153.0,149.0,1140.0,2313.0,2.0,61.0,1095.0,226.0,372.0,1413.0,40.0,9.0,97.0,124.0,104.0,121.0,1143.0,1161.0,2004.0,27.0,14.0,99.0,637.0,3565.0
2011-02-13,67.0,134.0,1298.0,189.0,128.0,134.0,1269.0,2307.0,2.0,129.0,1244.0,316.0,565.0,1411.0,53.0,11.0,163.0,120.0,96.0,126.0,1046.0,1320.0,2232.0,40.0,15.0,158.0,581.0,4077.0
2011-02-06,67.0,108.0,1510.0,286.0,123.0,122.0,1269.0,2735.0,2.0,234.0,1429.0,430.0,976.0,1434.0,68.0,10.0,232.0,122.0,96.0,183.0,955.0,1754.0,2311.0,61.0,16.0,219.0,580.0,3784.0
